Distance_(µm),Gray_Value
67.578,199.0459
68.020,195.2155
68.461,193.7621
68.903,201.9399
69.345,205.8221
69.786,196.3333
70.228,196.0860
70.670,198.4641
71.111,201.1837
71.553,197.7150
71.995,197.8905
72.436,197.4770
72.878,198.3875
73.320,195.7503
73.761,198.8740
74.203,196.5206
74.645,202.1390
75.086,202.8009
75.528,200.0695
75.970,197.5289
76.412,197.6690
76.853,198.3557
77.295,198.9034
77.737,201.8457
78.178,204.4111
78.620,198.0966
79.062,199.2450
79.503,194.3333
79.945,193.7444
80.387,196.5241
80.828,199.2179
81.270,203.4323
81.712,206.3604
82.153,200.9623
82.595,197.6667
83.037,198.3380
83.479,196.0024
83.920,197.9140
84.362,203.9835
84.804,202.4052
85.245,197.9706
85.687,196.0919
86.129,196.2403
86.570,194.7479
87.012,201.5100
87.454,201.3333
87.895,202.1460
88.337,198.5960
88.779,193.9282
89.220,199.1908
89.662,200.4346
90.104,199.7362
90.545,199.7479
90.987,200.9411
91.429,199.6172
91.871,196.5465
92.312,196.1802
92.754,195.7750
93.196,198.4676
93.637,202.8280
94.079,201.5300
94.521,196.7244
94.962,196.3204
95.404,199.3863
95.846,201.1119
96.287,200.8834
96.729,204.9917
97.171,202.2238
97.612,200.3298
98.054,201.2356
98.496,202.7868
98.937,203.4723
99.379,199.0542
99.821,201.5277
100.263,197.0695
100.704,197.6855
101.146,199.9034
101.588,199.8339
102.029,199.8233
102.471,201.3333
102.913,201.4888
103.354,200.3852
103.796,197.4700
104.238,196.2167
104.679,197.6419
105.121,200.9847
105.563,200.8740
106.004,198.8693
106.446,198.4688
106.888,198.8846
107.329,196.6302
107.771,197.0813
108.213,196.9105
108.655,200.7845
109.096,206.6725
109.538,203.9070
109.980,200.5889
110.421,200.8999
110.863,208.5241
111.305,204.6125
111.746,199.2014
112.188,199.9399
112.630,200.2780
113.071,202.9847
113.513,205.8504
113.955,201.9022
114.396,200.6785
114.838,199.0459
115.280,206.9482
115.722,208.0495
116.163,203.0907
116.605,196.5124
117.047,202.2850
117.488,199.7326
117.930,204.3533
118.372,199.1166
118.813,199.4723
119.255,199.8127
119.697,202.1920
120.138,200.7220
120.580,200.7102
121.022,204.5819
121.463,200.9812
121.905,200.6667
122.347,202.4829
122.788,202.6196
123.230,199.4276
123.672,196.6596
124.114,199.6949
124.555,204.9623
124.997,200.6667
125.439,202.9929
125.880,204.9435
126.322,198.4181
126.764,197.4464
127.205,202.2155
127.647,203.1213
128.089,201.7491
128.530,208.2956
128.972,204.2273
129.414,199.6667
129.855,204.2815
130.297,206.4688
130.739,202.9658
131.180,201.8351
131.622,199.6466
132.064,200.1072
132.506,201.4935
132.947,200.0483
133.389,201.1991
133.831,201.7715
134.272,200.2945
134.714,205.3263
135.156,203.0459
135.597,206.1967
136.039,201.8233
136.481,199.8575
136.922,204.9034
137.364,203.0624
137.806,199.3062
138.247,201.6066
138.689,198.6761
139.131,196.5159
139.573,197.5665
140.014,194.7597
140.456,200.4122
140.898,196.2662
141.339,198.1025
141.781,197.7562
142.223,192.0813
142.664,196.2462
143.106,194.3769
143.548,197.5677
143.989,199.6667
144.431,204.6219
144.873,202.6514
145.314,201.7833
145.756,200.6655
146.198,200.3451
146.639,198.4488
147.081,196.5489
147.523,200.4535
147.965,205.4358
148.406,202.4582
148.848,195.7762
149.290,194.4806
149.731,201.3675
150.173,198.3145
150.615,197.9011
151.056,198.4181
151.498,202.4535
151.940,199.7467
152.381,202.7267
152.823,202.8881
153.265,196.0872
153.706,198.7833
154.148,196.3993
154.590,202.9823
155.031,200.7055
155.473,200.0082
155.915,199.1649
156.357,199.8445
156.798,199.7256
157.240,200.2144
157.682,198.9694
158.123,198.3899
158.565,202.4876
159.007,204.3628
159.448,202.1837
159.890,201.4888
160.332,205.1166
160.773,202.8092
161.215,200.9282
161.657,203.2533
162.098,202.4688
162.540,197.7986
162.982,195.8233
163.424,200.6148
163.865,202.6384
164.307,203.1402
164.749,203.9694
165.190,203.6678
165.632,201.5501
166.074,199.8857
166.515,200.8740
166.957,205.0094
167.399,203.9281
167.840,203.2179
168.282,206.7703
168.724,204.2662
169.165,199.9647
169.607,202.7114
170.049,201.9847
170.490,201.1201
170.932,202.0683
171.374,203.9364
171.816,209.9894
172.257,204.5371
172.699,203.2721
173.141,201.4370
173.582,204.2226
174.024,199.9340
174.466,194.8068
174.907,208.7314
175.349,203.0377
175.791,202.9388
176.232,191.0542
176.674,199.8716
177.116,202.1731
177.557,200.6290
177.999,198.2744
178.441,199.8163
178.883,203.3793
179.324,200.3769
179.766,200.1684
180.208,201.3168
180.649,195.5524
181.091,204.0177
181.533,203.8893
181.974,207.4017
182.416,207.8540
182.858,203.0365
183.299,201.5548
183.741,201.9599
184.183,197.6160
184.624,197.7126
185.066,198.3981
185.508,195.6667
185.949,192.7326
186.391,206.9293
186.833,211.9717
187.275,206.6596
187.716,195.3475
188.158,198.0106
188.600,198.7197
189.041,204.0247
189.483,205.3439
189.925,205.2945
190.366,205.5289
190.808,202.3510
191.250,203.6066
191.691,200.9352
192.133,205.0989
192.575,202.4959
193.016,204.5983
193.458,197.3027
193.900,193.0506
194.341,202.9953
194.783,202.4111
195.225,200.8386
195.667,209.9388
196.108,209.9776
196.550,201.2850
196.992,197.8398
197.433,199.4617
197.875,197.2780
198.317,198.1731
198.758,197.7809
199.200,199.9576
199.642,201.4629
200.083,196.1390
200.525,200.2497
200.967,201.8104
201.408,206.5536
201.850,200.8198
202.292,205.7373
202.734,205.3581
203.175,204.9965
203.617,203.7314
204.059,202.9800
204.500,204.0023
204.942,203.3486
205.384,201.1908
205.825,207.5512
206.267,206.5677
206.709,201.2568
207.150,199.3816
207.592,199.8339
208.034,201.2097
208.475,201.8857
208.917,200.5336
209.359,200.7833
209.800,200.7150
210.242,201.5135
210.684,203.4405
211.126,201.9187
211.567,201.0766
212.009,203.4900
212.451,202.0660
212.892,199.5312
213.334,202.4617
213.776,203.6855
214.217,202.5265
214.659,202.3922
215.101,204.0000
215.542,204.2992
215.984,203.7208
216.426,202.5677
216.867,202.2933
217.309,202.5595
217.751,204.2697
218.192,204.0059
218.634,201.8410
219.076,200.4841
219.518,197.6914
219.959,202.1472
220.401,205.3852
220.843,198.9093
221.284,203.9647
221.726,195.2226
222.168,196.8469
222.609,196.8127
223.051,203.0400
223.493,203.4346
223.934,199.5289
224.376,201.0766
224.818,203.1296
225.259,201.9305
225.701,198.7774
226.143,197.5088
226.585,200.6266
227.026,202.4758
227.468,204.1861
227.910,199.2533
228.351,199.5124
228.793,206.9046
229.235,206.7738
229.676,202.6667
230.118,204.0000
230.560,202.3333
231.001,203.0294
231.443,203.7915
231.885,204.9128
232.326,204.7680
232.768,201.7927
233.210,201.2038
233.651,200.8257
234.093,201.9152
234.535,199.1755
234.977,200.4134
235.418,205.0106
235.860,203.5713
236.302,200.2827
236.743,204.5453
237.185,207.4452
237.627,203.0766
238.068,205.0459
238.510,204.6938
238.952,202.0400
239.393,206.4971
239.835,206.9706
240.277,203.6372
240.718,208.0130
241.160,210.5724
241.602,212.7962
242.043,212.1154
242.485,202.6019
242.927,208.7103
243.369,207.2627
243.810,208.4982
244.252,210.8163
244.694,207.0283
245.135,210.3816
245.577,208.0907
246.019,208.3180
246.460,213.0942
246.902,212.1979
247.344,208.3757
247.785,212.0742
248.227,210.2862
248.669,205.0141
249.110,210.2862
249.552,213.3098
249.994,211.6667
250.436,208.9906
250.877,208.3333
251.319,214.6879
251.761,210.4594
252.202,201.4511
252.644,207.6243
253.086,213.5677
253.527,213.7927
253.969,213.3062
254.411,208.6867
254.852,208.8481
255.294,212.8645
255.736,213.4252
256.177,214.3004
256.619,217.0000
257.061,213.2262
257.502,215.0400
257.944,213.8304
258.386,214.4629
258.828,210.8622
259.269,210.3569
259.711,212.1555
260.153,213.7503
260.594,211.7350
261.036,209.9022
261.478,212.0071
261.919,216.6360
262.361,208.6042
262.803,209.3416
263.244,212.6054
263.686,214.4382
264.128,212.2897
264.569,210.4335
265.011,211.4134
265.453,212.0895
265.894,211.4971
266.336,213.1437
266.778,212.6820
267.220,213.1390
267.661,214.7750
268.103,215.5607
268.545,214.4688
268.986,215.6372
269.428,211.5041
269.870,206.7126
270.311,207.3416
270.753,207.2203
271.195,213.4346
271.636,214.9870
272.078,215.3333
272.520,217.4806
272.961,211.8975
273.403,216.2521
273.845,211.5701
274.286,211.4441
274.728,211.6808
275.170,214.3840
275.612,211.2238
276.053,214.3322
276.495,212.4240
276.937,212.2874
277.378,212.5395
277.820,211.7762
278.262,209.2144
278.703,208.8115
279.145,212.5571
279.587,215.6302
280.028,215.4111
280.470,213.9670
280.912,211.3333
281.353,211.3263
281.795,213.8127
282.237,212.6561
282.679,212.0459
283.120,213.6101
283.562,212.3333
284.004,216.9658
284.445,214.1496
284.887,212.9694
285.329,209.9859
285.770,208.4759
286.212,212.5453
286.654,211.0801
287.095,215.5418
287.537,213.5347
287.979,218.9870
288.420,215.1037
288.862,217.1790
289.304,214.5913
289.745,214.6066
290.187,213.5701
290.629,209.5830
291.071,214.0377
291.512,211.3428
291.954,213.4382
292.396,209.8692
292.837,209.9246
293.279,212.3840
293.721,213.9988
294.162,213.9199
294.604,216.4311
295.046,215.0000
295.487,216.5171
295.929,217.5383
296.371,214.4629
296.812,214.9965
297.254,211.1461
297.696,214.9388
298.138,213.5677
298.579,215.0000
299.021,213.3593
299.463,213.5830
299.904,213.2014
300.346,211.8516
300.788,216.4382
301.229,217.4323
301.671,216.5065
302.113,216.6667
302.554,213.1590
302.996,214.9623
303.438,216.0577
303.879,212.8622
304.321,210.5230
304.763,209.2473
305.204,212.1107
305.646,212.4382
306.088,213.7008
306.530,207.6667
306.971,208.0789
307.413,210.7397
307.855,217.6054
308.296,207.1614
308.738,208.4205
309.180,212.1237
309.621,213.6514
310.063,214.9482
310.505,215.6455
310.946,212.3828
311.388,213.3981
311.830,216.3333
312.271,222.3227
312.713,217.6678
313.155,215.6808
313.596,210.3746
314.038,213.0577
314.480,215.9788
314.922,216.8445
315.363,214.3027
315.805,213.5630
316.247,213.2933
316.688,216.2886
317.130,215.4570
317.572,217.2250
318.013,212.0978
318.455,213.7927
318.897,217.9576
319.338,212.4794
319.780,211.7833
320.222,216.9246
320.663,215.4335
321.105,211.3675
321.547,211.2897
321.988,216.0589
322.430,212.3333
322.872,218.0012
323.314,213.0000
323.755,212.1802
324.197,210.9588
324.639,210.9352
325.080,209.5371
325.522,216.4582
325.964,212.4511
326.405,211.0365
326.847,212.7161
327.289,219.3946
327.730,217.5124
328.172,217.4982
328.614,212.0212
329.055,214.8634
329.497,208.7232
329.939,214.5583
330.381,209.4311
330.822,212.4664
331.264,212.4005
331.706,210.6137
332.147,208.8681
332.589,212.3569
333.031,215.9953
333.472,216.0165
333.914,210.6949
334.356,209.4499
334.797,208.0000
335.239,210.3345
335.681,208.7314
336.122,212.1908
336.564,211.4122
337.006,214.9281
337.447,213.7350
337.889,211.9894
338.331,214.8045
338.773,216.2615
339.214,213.4252
339.656,211.7385
340.098,208.7668
340.539,216.3463
340.981,211.4853
341.423,211.3581
341.864,209.7833
342.306,212.4770
342.748,211.3757
343.189,209.1637
343.631,212.4947
344.073,213.3369
344.514,211.6502
344.956,216.0648
345.398,210.9823
345.840,210.7986
346.281,213.4594
346.723,215.6349
347.165,215.0730
347.606,209.2285
348.048,212.2356
348.490,209.5548
348.931,212.4723
349.373,217.9070
349.815,213.1296
350.256,213.8339
350.698,217.6667
351.140,218.6490
351.581,208.4170
352.023,207.7750
352.465,213.1319
352.906,211.0200
353.348,212.1920
353.790,213.6608
354.232,208.4452
354.673,211.9164
355.115,215.3498
355.557,219.3051
355.998,214.3498
356.440,217.5783
356.882,218.3675
357.323,220.5218
357.765,216.7244
358.207,221.2992
358.648,221.2721
359.090,220.0848
359.532,217.4982
359.973,212.2662
360.415,212.5112
360.857,215.9046
361.298,213.8316
361.740,214.7279
362.182,213.4370
362.624,215.6148
363.065,215.6643
363.507,213.5983
363.949,212.6867
364.390,210.1814
364.832,210.4335
365.274,218.1932
365.715,218.5289
366.157,217.1920
366.599,213.7114
367.040,216.5701
367.482,213.2792
367.924,212.7797
368.365,213.7727
368.807,214.2968
369.249,210.6702
369.690,209.8928
370.132,212.2850
370.574,211.2356
371.016,213.2061
371.457,217.5665
371.899,210.9176
372.341,216.8869
372.782,216.9293
373.224,215.0471
373.666,215.0141
374.107,212.0094
374.549,212.6667
374.991,211.6667
375.432,216.6596
375.874,214.0000
376.316,209.3545
376.757,210.1413
377.199,210.8434
377.641,216.6525
378.083,214.8021
378.524,210.7986
378.966,217.7880
379.408,220.9564
379.849,214.8445
380.291,215.0907
380.733,210.4900
381.174,211.0989
381.616,213.7527
382.058,217.8492
382.499,216.4664
382.941,215.6914
383.383,216.1496
383.824,218.4346
384.266,212.5183
384.708,214.9776
385.149,216.2791
385.591,217.1072
386.033,217.9800
386.475,214.4758
386.916,215.8092
387.358,212.2603
387.800,213.6749
388.241,212.5053
388.683,214.2697
389.125,214.8257
389.566,210.6890
390.008,213.5194
390.450,218.0930
390.891,214.9034
391.333,211.3333
391.775,217.8704
392.216,213.3439
392.658,216.0294
393.100,214.0436
393.542,215.8386
393.983,216.1013
394.425,216.3110
394.867,212.5913
395.308,217.3746
395.750,217.7821
396.192,215.9941
396.633,213.8716
397.075,211.0978
397.517,209.4535
397.958,209.1908
398.400,212.0824
398.842,215.9694
399.283,215.6290
399.725,209.9717
400.167,215.0695
400.608,212.0271
401.050,214.0000
401.492,214.9388
401.934,210.1378
402.375,210.5618
402.817,215.4452
403.259,215.7621
403.700,213.4594
404.142,208.6655
404.584,213.5265
405.025,211.3852
405.467,212.9034
405.909,218.3687
406.350,213.0000
406.792,212.8539
407.234,216.3969
407.675,217.8198
408.117,214.1402
408.559,215.0742
409.000,211.6031
409.442,213.2521
409.884,214.9305
410.326,215.3922
410.767,209.7609
411.209,211.1896
411.651,207.5159
412.092,215.8645
412.534,214.0000
412.976,211.5689
413.417,211.9529
413.859,212.7197
414.301,210.2367
414.742,212.2132
415.184,213.1425
415.626,213.1166
416.067,212.4664
416.509,210.5595
416.951,212.0000
417.393,216.2262
417.834,213.2285
418.276,213.8975
418.718,211.8999
419.159,211.3734
419.601,212.6667
420.043,212.2250
420.484,215.8186
420.926,220.4700
421.368,211.5477
421.809,213.2509
422.251,215.3333
422.693,216.9647
423.134,213.9953
423.576,212.1131
424.018,210.8822
424.459,207.3746
424.901,210.1944
425.343,210.9906
425.785,215.1460
426.226,211.2521
426.668,215.6278
427.110,208.0565
427.551,210.6820
427.993,213.3710
428.435,214.0342
428.876,207.5748
429.318,210.6537
429.760,214.7903
430.201,210.7892
430.643,209.0365
431.085,213.4440
431.526,215.9364
431.968,217.7350
432.410,216.7750
432.851,212.7043
433.293,212.3581
433.735,211.8068
434.177,211.9823
434.618,217.2262
435.060,218.2167
435.502,219.9152
435.943,222.9588
436.385,215.3510
436.827,207.6455
437.268,214.9788
437.710,220.9800
438.152,217.9399
438.593,211.3981
439.035,213.1072
439.477,218.3651
439.918,212.0000
440.360,210.4099
440.802,213.0177
441.243,218.5666
441.685,213.0895
442.127,212.5442
442.569,214.1896
443.010,216.0094
443.452,215.3015
443.894,213.9140
444.335,211.4429
444.777,215.0059
445.219,216.1720
445.660,206.8693
446.102,212.1496
446.544,222.5995
446.985,219.2320
447.427,210.6360
447.869,213.3911
448.310,214.0130
448.752,207.9223
449.194,212.9164
449.636,211.7409
450.077,209.2061
450.519,217.0412
450.961,221.7786
451.402,217.7786
451.844,216.3333
452.286,214.8163
452.727,210.0000
453.169,216.4123
453.611,217.7856
454.052,219.2332
454.494,220.1543
454.936,216.7208
455.377,217.9058
455.819,210.6667
456.261,209.5665
456.702,212.6667
457.144,214.4971
457.586,210.5960
458.028,209.3098
458.469,210.9953
458.911,219.1437
459.353,216.1001
459.794,214.5948
460.236,212.3027
460.678,213.8009
461.119,216.7845
461.561,218.1802
462.003,215.0459
462.444,213.0648
462.886,211.8858
463.328,210.0448
463.769,210.7880
464.211,213.1355
464.653,214.0141
465.095,218.7055
465.536,218.0942
465.978,217.6714
466.420,212.0000
466.861,211.1331
467.303,214.3486
467.745,216.8386
468.186,217.3510
468.628,221.0000
469.070,216.0035
469.511,216.1955
469.953,214.8787
470.395,217.7373
470.836,215.7326
471.278,211.0989
471.720,213.0789
472.161,217.7833
472.603,215.4193
473.045,214.3451
473.487,215.9788
473.928,214.4170
474.370,212.4205
474.812,215.8940
475.253,213.2426
475.695,211.4629
476.137,215.8469
476.578,217.9976
477.020,215.9175
477.462,213.8799
477.903,210.5289
478.345,210.8716
478.787,207.8810
479.228,210.5560
479.670,214.9918
480.112,215.0907
480.553,216.7927
480.995,216.1602
481.437,214.8905
481.879,214.8068
482.320,213.2827
482.762,212.5960
483.204,214.1237
483.645,221.0872
484.087,217.8245
484.529,216.9105
484.970,213.6796
485.412,216.5112
485.854,218.3215
486.295,215.6125
486.737,216.1720
487.179,219.8551
487.620,218.4064
488.062,215.7150
488.504,214.5371
488.945,212.1767
489.387,210.3392
489.829,212.2709
490.271,212.4664
490.712,208.6172
491.154,209.2827
491.596,213.4323
492.037,210.7209
492.479,209.6808
492.921,210.4146
493.362,216.9494
493.804,216.0660
494.246,216.5135
494.687,213.0506
495.129,215.3557
495.571,211.9494
496.012,212.2756
496.454,212.3581
496.896,215.6796
497.338,214.1272
497.779,215.6902
498.221,212.0565
498.663,212.9647
499.104,218.9199
499.546,218.3333
499.988,214.0000
